4300-393;41.1529887;-8.5854089
4100-378;41.1685273;-8.638445
4250-361;41.1685273;-8.638445
4300-394;41.1544914;-8.5882687
4350-053;41.1627312;-8.5899152
4300-395;41.1424582;-8.596187
4150-568;41.1579438;-8.6291053
4250-362;41.172533;-8.6166529
4300-396;41.1492872;-8.6116926
4300-397;41.1464491;-8.5871167
4300-398;41.1464491;-8.5871167
4050-508;41.1410038;-8.6094725
4100-379;41.1684265;-8.6870675
4100-380;41.1682834;-8.6861597
4100-382;41.1678732;-8.685166
4100-381;41.1678732;-8.685166
4100-382;41.1678732;-8.685166
4100-383;41.1667242;-8.6534841
4000-086;41.1603486;-8.6092862
4000-088;41.1603486;-8.6092862
4000-089;41.1603486;-8.6092862
4000-087;41.1603486;-8.6092862
4000-089;41.1603486;-8.6092862
4000-086;41.1603486;-8.6092862
4000-087;41.1603486;-8.6092862
4000-379;41.1574722;-8.6003571
4200-438;41.185015;-8.6140349
4150-569;41.1482061;-8.6708015
4150-572;41.1476558;-8.6676492
4150-578;41.1476558;-8.6676492
4150-573;41.1476558;-8.6676492
4150-576;41.1476558;-8.6676492
4150-576;41.1476558;-8.6676492
4150-570;41.1476558;-8.6676492
4150-572;41.1476558;-8.6676492
4150-573;41.1476558;-8.6676492
4150-574;41.1476558;-8.6676492
4150-571;41.1476558;-8.6676492
4150-576;41.1476558;-8.6676492
4169-002;41.1476558;-8.6676492
4150-579;41.1476558;-8.6676492
4150-581;41.1625898;-8.6710234
4150-580;41.1625898;-8.6710234
4050-055;41.1612266;-8.6114586
4050-055;41.1612266;-8.6114586
4050-057;41.1612266;-8.6114586
4050-058;41.1612266;-8.6114586
4200-068;41.1612266;-8.6114586
4050-056;41.1612266;-8.6114586
4200-069;41.1612266;-8.6114586
4200-070;41.1612266;-8.6114586
4200-071;41.1612266;-8.6114586
4050-052;41.1612266;-8.6114586
4050-053;41.1612266;-8.6114586
4050-054;41.1612266;-8.6114586
4200-065;41.1612266;-8.6114586
4200-066;41.1612266;-8.6114586
4050-051;41.1612266;-8.6114586
4200-067;41.1612266;-8.6114586
4000-380;41.1477171;-8.6078388
4000-385;41.1469459;-8.6064074
4000-385;41.1469459;-8.6064074
4000-382;41.1469459;-8.6064074
4000-381;41.1469459;-8.6064074
4000-383;41.1469459;-8.6064074
4000-385;41.1469459;-8.6064074
4000-384;41.1469459;-8.6064074
4000-382;41.1469459;-8.6064074
4000-382;41.1469459;-8.6064074
4000-381;41.1469459;-8.6064074
4000-385;41.1469459;-8.6064074
4000-385;41.1469459;-8.6064074
4150-586;41.153523;-8.6537279
4150-584;41.153523;-8.6537279
4050-459;41.1598249;-8.6228385
4150-594;41.1625549;-8.6602037
4169-006;41.1494888;-8.6587049
4150-589;41.1494888;-8.6587049
4050-460;41.155602;-8.6251627
4050-463;41.1546892;-8.6256907
4050-462;41.1546892;-8.6256907
4050-461;41.1546892;-8.6256907
4050-464;41.1560579;-8.6248506
4100-385;41.1727936;-8.6613954
4050-465;41.1456871;-8.6302927
4300-400;41.1592446;-8.5677582
4300-399;41.1592446;-8.5677582
4000-386;41.1455523;-8.6042662
4000-387;41.1579438;-8.6291053
4150-597;41.1499589;-8.6586333
4150-596;41.1499589;-8.6586333
4200-165;41.1849253;-8.601203
4100-397;41.1634061;-8.6339537
4100-398;41.1634061;-8.6339537
4250-367;41.1634061;-8.6339537
4250-368;41.1634061;-8.6339537
4100-393;41.1634061;-8.6339537
4250-365;41.1634061;-8.6339537
4250-366;41.1634061;-8.6339537
4100-394;41.1634061;-8.6339537
4100-395;41.1634061;-8.6339537
4100-396;41.1634061;-8.6339537
4250-364;41.1634061;-8.6339537
4269-004;41.1634061;-8.6339537
4100-998;41.1634061;-8.6339537
4150-600;41.1629077;-8.6662967
4150-599;41.1629077;-8.6662967
4150-600;41.1629077;-8.6662967
4150-598;41.1629077;-8.6662967
4150-600;41.1629077;-8.6662967
4150-598;41.1629077;-8.6662967
4150-598;41.1629077;-8.6662967
4200-443;41.1667476;-8.6100377
4200-442;41.1667476;-8.6100377
4050-310;41.1481095;-8.6155649
4099-031;41.1560749;-8.6233446
4050-466;41.1560749;-8.6233446
4099-028;41.1560749;-8.6233446
4200-444;41.1696012;-8.5926564
4300-406;41.1584212;-8.5631319
4300-405;41.1584212;-8.5631319
4300-406;41.1584212;-8.5631319
4300-402;41.1584212;-8.5631319
4300-403;41.1584212;-8.5631319
4300-402;41.1584212;-8.5631319
4300-404;41.1584212;-8.5631319
4300-407;41.1606312;-8.5659088
4100-401;41.1736412;-8.6663535
4100-400;41.1736412;-8.6663535
4050-470;41.1440046;-8.6118151
4050-469;41.1440046;-8.6118151
4100-215;41.1789889;-8.650682
4100-215;41.179865;-8.6481591
4150-088;41.1646302;-8.6721637
4150-608;41.1501208;-8.6316588
4150-607;41.1501208;-8.6316588
4150-605;41.1501208;-8.6316588
4150-609;41.1513098;-8.630273
4050-471;41.1426022;-8.6130009
4050-473;41.1428703;-8.6121867
4050-474;41.1428703;-8.6121867
4050-472;41.1428703;-8.6121867
4050-475;41.1428703;-8.6121867
4100-403;41.1652789;-8.6603856
4100-402;41.1652789;-8.6603856
4100-404;41.1653251;-8.6606648
4050-476;41.1605182;-8.6189139
4150-610;41.1565299;-8.6521885
4100-405;41.1625628;-8.6347363
4200-447;41.168326;-8.5938256
4200-448;41.168326;-8.5938256
4200-445;41.168326;-8.5938256
4200-446;41.168326;-8.5938256
4100-406;41.1734942;-8.656855
4100-408;41.171709;-8.6536921
4100-407;41.171709;-8.6536921
4150-616;41.1611108;-8.6813584
4150-615;41.1611108;-8.6813584
4150-614;41.1611108;-8.6813584
4150-613;41.1611108;-8.6813584
4150-612;41.1649282;-8.6853115
4150-611;41.1649282;-8.6853115
4150-617;41.1578007;-8.6676232
4300-412;41.1598581;-8.5709859
4300-409;41.1598581;-8.5709859
4300-409;41.1598581;-8.5709859
4300-410;41.1598581;-8.5709859
4300-408;41.1598581;-8.5709859
4050-478;41.1484059;-8.6129918
4050-477;41.1484059;-8.6129918
4200-449;41.180245;-8.6098162
4150-618;41.1497798;-8.6307859
4050-481;41.1521721;-8.6266286
4050-479;41.1521721;-8.6266286
4050-480;41.1521721;-8.6266286
4050-482;41.1501726;-8.61299
4100-062;41.1674676;-8.6704568
4100-061;41.1674676;-8.6704568
4100-060;41.1674676;-8.6704568
4050-484;41.1505639;-8.6136992
4050-483;41.1505639;-8.6136992
4300-418;41.1489262;-8.5838223
4300-419;41.1489262;-8.5838223
4300-413;41.1489262;-8.5838223
4300-415;41.1489262;-8.5838223
4300-416;41.1489262;-8.5838223
4300-414;41.1489262;-8.5838223
4300-420;41.1504159;-8.5807437
4300-423;41.1629861;-8.5704344
4300-424;41.1629861;-8.5704344
4300-421;41.1629861;-8.5704344
4300-424;41.1629861;-8.5704344
4300-422;41.1629861;-8.5704344
4300-425;41.1630044;-8.5718372
4350-419;41.172374;-8.5839959
4100-412;41.16529;-8.6519498
4100-413;41.16529;-8.6519498
4100-409;41.16529;-8.6519498
4100-410;41.16529;-8.6519498
4100-411;41.16529;-8.6519498
4150-620;41.1635454;-8.6694999
4250-369;41.1797511;-8.6377169
4300-426;41.1497681;-8.5897803
4300-426;41.1497681;-8.5897803
4300-430;41.1497681;-8.5897803
4300-431;41.1497681;-8.5897803
4300-432;41.1497681;-8.5897803
4300-433;41.1497681;-8.5897803
4300-426;41.1497681;-8.5897803
4300-428;41.1497681;-8.5897803
4300-427;41.1497681;-8.5897803
4349-007;41.1497681;-8.5897803
4300-434;41.1497681;-8.5897803
4150-071;41.1596884;-8.6515959
4150-621;41.1509918;-8.6450923
4150-065;41.1538178;-8.6658245
4150-087;41.1546355;-8.6503094
4150-086;41.1546355;-8.6503094
4150-084;41.1569544;-8.6537909
4150-085;41.1569544;-8.6537909
4150-084;41.1569544;-8.6537909
4150-103;41.1546355;-8.6503094
4150-206;41.1535044;-8.6658453
4100-216;41.1708188;-8.6642487
4100-291;41.1704863;-8.6653777
4100-497;41.1696565;-8.6649507
4250-446;41.1722689;-8.6370041
4250-445;41.1722689;-8.6370041
4350-261;41.1579438;-8.6291053
4350-262;41.1579438;-8.6291053
4350-261;41.1579438;-8.6291053
4350-262;41.1579438;-8.6291053
4350-261;41.1579438;-8.6291053
4350-262;41.1579438;-8.6291053
4350-261;41.1579438;-8.6291053
4350-262;41.1579438;-8.6291053
4250-370;41.1658696;-8.6354822
4200-135;41.1766124;-8.6016449
4200-136;41.1771546;-8.5964633
4050-007;41.1575807;-8.6236956
4350-003;41.1553318;-8.5928133
4200-156;41.1664895;-8.5948632
4200-156;41.1579438;-8.6291053
4200-156;41.1446644;-8.6178335
4100-414;41.1737087;-8.6581739
4000-388;41.1478808;-8.600801
4200-451;41.1703205;-8.5992906
4100-415;41.1682079;-8.6447789
4300-439;41.1496584;-8.5625319
4300-440;41.1496584;-8.5625319
4300-437;41.1496584;-8.5625319
4300-438;41.1496584;-8.5625319
4300-441;41.1507623;-8.5626919
4050-485;41.1435491;-8.613238
4000-392;41.1438592;-8.6082019
4200-452;41.1802523;-8.6100169
4000-393;41.1461113;-8.6039182
4000-394;41.1566252;-8.5971236
4000-398;41.1530502;-8.5990289
4000-399;41.1530502;-8.5990289
4000-400;41.1530502;-8.5990289
4000-011;41.1530502;-8.5990289
4000-395;41.1530502;-8.5990289
4000-396;41.1530502;-8.5990289
4000-397;41.1530502;-8.5990289
4000-011;41.1530502;-8.5990289
4000-403;41.1555718;-8.5966759
4000-402;41.1555718;-8.5966759
4000-401;41.1555718;-8.5966759
4150-622;41.151097;-8.6544965
4150-623;41.1507322;-8.6768324
4150-624;41.1505584;-8.6764294
4150-075;41.1571704;-8.6453331
4150-076;41.1571704;-8.6453331
4150-077;41.1571704;-8.6453331
4150-075;41.1571704;-8.6453331
4150-074;41.1571704;-8.6453331
4150-072;41.1571704;-8.6453331
4150-625;41.1518226;-8.6668978
4100-418;41.1753385;-8.6562964
4100-419;41.1753385;-8.6562964
4100-416;41.1753385;-8.6562964
4100-417;41.1753385;-8.6562964
4250-376;41.1668783;-8.6264752
4250-375;41.1668783;-8.6264752
4250-999;41.1668783;-8.6264752
4250-379;41.1696849;-8.6334904
4250-380;41.1696849;-8.6334904
4250-381;41.1696849;-8.6334904
4250-379;41.1696849;-8.6334904
4250-380;41.1696849;-8.6334904
4250-381;41.1696849;-8.6334904
4250-379;41.1696849;-8.6334904
4250-380;41.1696849;-8.6334904
4250-381;41.1696849;-8.6334904
4250-377;41.1696849;-8.6334904
4300-442;41.1453493;-8.5859066
4350-264;41.1692704;-8.5786085
4350-263;41.1692704;-8.5786085
4350-264;41.1692704;-8.5786085
4350-263;41.1692704;-8.5786085
4350-264;41.1692704;-8.5786085
4350-263;41.1692704;-8.5786085
4350-264;41.1692704;-8.5786085
4350-265;41.168249;-8.5793067
4200-073;41.1739696;-8.5888673
4300-444;41.1460678;-8.5864276
4300-445;41.1460678;-8.5864276
4300-443;41.1460678;-8.5864276
4300-446;41.1459523;-8.5872885
4050-486;41.1440659;-8.6214946
4049-019;41.1430087;-8.6092587
4000-996;41.1430087;-8.6092587
4000-404;41.1430087;-8.6092587
4200-453;41.1809755;-8.6105618
4050-487;41.1559046;-8.6223347
4099-003;41.1471011;-8.6173857
4050-011;41.1471011;-8.6173857
4150-011;41.1521228;-8.6306029
4150-078;41.1485255;-8.6537914
4150-119;41.1600461;-8.6537734
4150-118;41.1600461;-8.6537734
4150-116;41.1600461;-8.6537734
4150-117;41.1600461;-8.6537734
4150-115;41.1600461;-8.6537734
4350-078;41.1698718;-8.5840442
4350-079;41.1698718;-8.5840442
4350-080;41.1698718;-8.5840442
4350-076;41.1698718;-8.5840442
4150-164;41.1569179;-8.6395358
4200-205;41.1641632;-8.5988378
4100-198;41.1649491;-8.644647
4200-270;41.1760736;-8.5843462
4200-269;41.1760736;-8.5843462
4100-221;41.1654001;-8.6701348
4200-319;41.1830983;-8.6011399
4050-309;41.1485384;-8.620148
4150-466;41.1592291;-8.6512679
4200-077;41.164474;-8.6084685
4200-076;41.164474;-8.6084685
4200-074;41.164474;-8.6084685
4200-075;41.164474;-8.6084685
4150-473;41.1603674;-8.6666171
4350-013;41.1634597;-8.5724247
4100-340;41.1705562;-8.6680256
4200-399;41.1706629;-8.5954943
4200-398;41.1706629;-8.5954943
4100-351;41.1579438;-8.6291053
4100-356;41.1667712;-8.6525075
4100-355;41.1667712;-8.6525075
4100-354;41.1667712;-8.6525075
4100-353;41.1667712;-8.6525075
4150-637;41.1591391;-8.6693006
4100-439;41.1757953;-8.6653286
4100-438;41.1757953;-8.6653286
4100-439;41.1757953;-8.6653286
4100-437;41.1757953;-8.6653286
4250-478;41.1783137;-8.6263831
4350-115;41.1579742;-8.6291116
4050-623;41.1468692;-8.6177821
4150-082;41.156879;-8.6415209
4150-081;41.156879;-8.6415209
4150-083;41.156879;-8.6415209
4150-079;41.156879;-8.6415209
4150-082;41.156879;-8.6415209
4150-079;41.156879;-8.6415209
4150-080;41.156879;-8.6415209
4150-081;41.156879;-8.6415209
4150-626;41.1525353;-8.6480585
4050-488;41.1589286;-8.62292
4250-384;41.1642679;-8.6188761
4250-382;41.1642679;-8.6188761
4250-383;41.1642679;-8.6188761
4150-093;41.1503699;-8.6646747
4150-628;41.1503699;-8.6646747
4150-628;41.1503699;-8.6646747
4050-489;41.1634489;-8.6264491
4050-490;41.1637669;-8.6244594
4100-421;41.1592858;-8.6330509
4100-422;41.1592858;-8.6330509
4100-420;41.1592858;-8.6330509
4100-423;41.1752157;-8.6641579
4300-027;41.1491479;-8.593629
4300-026;41.1491479;-8.593629
4300-025;41.1491479;-8.593629
4300-025;41.1491479;-8.593629
4349-004;41.1491479;-8.593629
4349-003;41.1491479;-8.593629
4150-629;41.1603454;-8.6529903
4000-075;41.1584814;-8.5979403
4150-304;41.1516347;-8.6304018
4150-303;41.1516347;-8.6304018
4150-302;41.1516347;-8.6304018
4169-010;41.1516347;-8.6304018
4250-385;41.1769309;-8.6187872
4050-491;41.160475;-8.6217363
4000-406;41.1463918;-8.6032708
4250-390;41.1752247;-8.6409911
4250-389;41.1752247;-8.6409911
4250-388;41.1752247;-8.6409911
4250-387;41.1752247;-8.6409911
4000-090;41.1482173;-8.6078572
4250-391;41.1737939;-8.6419546
4000-407;41.1489232;-8.611951
4350-267;41.1752887;-8.5705492
4350-272;41.1752887;-8.5705492
4350-270;41.1752887;-8.5705492
4350-267;41.1752887;-8.5705492
4350-269;41.1752887;-8.5705492
4350-274;41.1752824;-8.5682936
4350-274;41.1752824;-8.5682936
4350-273;41.1753811;-8.5681368
4350-275;41.1740462;-8.5700728
4150-631;41.1483524;-8.6684521
4200-456;41.1664895;-8.5948632
4200-455;41.1664895;-8.5948632
4000-409;41.1544709;-8.6066646
4000-409;41.1544709;-8.6066646
4000-408;41.1544709;-8.6066646
4050-492;41.1402367;-8.6154449
4250-050;41.1656364;-8.6225756
4250-051;41.1656364;-8.6225756
4250-052;41.1656364;-8.6225756
4250-048;41.1656364;-8.6225756
4250-047;41.1656364;-8.6225756
4250-049;41.1656364;-8.6225756
4050-493;41.1411646;-8.6177379
4250-396;41.1698933;-8.6192232
4250-395;41.1698933;-8.6192232
4000-410;41.1561814;-8.6119083
4000-412;41.1558402;-8.6109807
4000-411;41.1558402;-8.6109807
4000-411;41.1558402;-8.6109807
4300-452;41.144267;-8.587261
4300-453;41.144267;-8.587261
4300-451;41.144267;-8.587261
4349-031;41.1443514;-8.5861714
4300-454;41.1443514;-8.5861714
4000-413;41.1546042;-8.6088448
4200-458;41.1702976;-8.5926657
4200-459;41.1702976;-8.5926657
4150-089;41.1588672;-8.6656775
4099-037;41.1544458;-8.611986
4050-498;41.1544458;-8.611986
4050-495;41.1544458;-8.611986
4050-496;41.1544458;-8.611986
4050-497;41.1544458;-8.611986
4250-399;41.176538;-8.638461
4250-400;41.176538;-8.638461
4250-397;41.176538;-8.638461
